Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected,Total Power Supplied [TW.h],Hours On Line
CHASNUPP-1,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,300,300,325,999,1993-08-01,2000-05-03,,,2000-06-13,2000-09-15,,,,30.03,30.03,24,47.78,165468.0
CHASNUPP-2,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,300,300,325,999,2005-12-28,2011-02-22,,,2011-03-14,2011-05-18,,,,30.03,30.03,13,29.13,98747.0
CHASNUPP-3,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,315,315,340,999,2011-05-28,2016-08-01,,,2016-10-15,2016-12-06,,,,31.53,31.53,8,16.88,56490.0
CHASNUPP-4,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,313,313,340,999,2011-12-18,2017-03-15,,,2017-06-25,2017-09-19,,,,31.33,31.33,7,15.01,49996.0
CHASNUPP-5,Under Construction,Pakistan,PWR,Hualong-1,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1117,1117,1200,3180,2024-12-30,N/A,,,N/A,N/A,,,,35.13,35.13,0,0.0,0.0
KANUPP-1,Permanent Shutdown,Pakistan,PHWR,CANDU-137 MW,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,90,125,100,337,1966-08-01,1971-08-01,,,1971-10-18,1972-12-07,,,2021-08-01,26.71,37.09,51,15.24,240307.0
KANUPP-2,Operational,Pakistan,PWR,ACP-1000,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1017,1017,1100,3060,2015-08-20,2021-02-28,,,2021-03-18,2021-05-21,,,,33.24,33.24,3,18.59,19020.0
KANUPP-3,Operational,Pakistan,PWR,ACP-1000,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1017,1014,1100,3060,2016-05-31,2022-02-21,,,2022-03-04,2022-04-18,,,,33.24,33.14,2,12.94,13797.0
CERNAVODA-1,Operational,Romania,PHWR,CANDU 6,"Ministerul Economiei, Comertului si mediului de Afaceri","SOCIETATEA NATIONALA NUCLEARELECTRICA, S.A.",650,650,706,2180,1983-03-31,1996-04-16,,,1996-07-11,1996-12-02,,,,29.82,29.82,28,139.97,218845.0
CERNAVODA-2,Operational,Romania,PHWR,CANDU 6,"Ministerul Economiei, Comertului si mediului de Afaceri","SOCIETATEA NATIONALA NUCLEARELECTRICA, S.A.",650,650,705,2180,1983-07-01,2007-05-06,,,2007-08-07,2007-11-01,,,,29.82,29.82,17,86.85,135750.0
AKADEMIK LOMONOSOV-1,Operational,Russia,PWR,KLT-40S 'Floating',Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',32,30,35,150,2007-04-15,2018-11-02,,,2019-12-19,2020-05-22,,,,21.33,20.0,5,0.34,24064.0
AKADEMIK LOMONOSOV-2,Operational,Russia,PWR,KLT-40S 'Floating',Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',32,30,35,150,2007-04-15,2018-11-08,,,2019-12-19,2020-05-22,,,,21.33,20.0,5,0.31,21268.0
APS-1 OBNINSK,Permanent Shutdown,Russia,LWGR,AM-1,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),5,5,6,30,1951-01-01,1954-05-06,,,1954-06-27,1954-12-01,,,2002-04-29,16.67,16.67,49,0.0,0.0
BALAKOVO-1,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1980-12-01,1985-12-12,,,1985-12-28,1986-05-23,,,,31.67,31.67,39,238.2,258387.0
BALAKOVO-2,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1981-08-01,1987-10-02,,,1987-10-08,1988-01-18,,,,31.67,31.67,37,229.76,251198.0
BALAKOVO-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1982-11-01,1988-12-16,,,1988-12-25,1989-04-08,,,,31.67,31.67,36,228.01,250086.0
BALAKOVO-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1984-04-01,1993-03-24,,,1993-04-11,1993-12-22,,,,29.69,29.69,31,213.01,230336.0
BELOYARSK-1,Permanent Shutdown,Russia,LWGR,AMB-100,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',102,102,108,286,1958-06-01,1963-09-01,,,1964-04-26,1964-04-26,,,1983-01-01,35.66,35.66,20,0.0,0.0
BELOYARSK-2,Permanent Shutdown,Russia,LWGR,AMB-200,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',146,146,160,530,1962-01-01,1967-10-10,,,1967-12-29,1969-12-01,,,1990-01-01,27.55,27.55,24,2.61,18950.0
BELOYARSK-3,Operational,Russia,FBR,BN-600,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',560,560,600,1470,1969-01-01,1980-02-26,,,1980-04-08,1981-11-01,,,,38.1,38.1,44,156.86,288730.0
BELOYARSK-4,Operational,Russia,FBR,BN-800,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',820,820,885,2100,2006-07-18,2014-06-27,,,2015-12-10,2016-10-31,,,,39.05,39.05,9,37.11,48732.0
BILIBINO-1,Permanent Shutdown,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1973-12-11,,,1974-01-12,1974-04-01,,,2019-01-14,17.74,17.74,45,2.17,295406.0
BILIBINO-2,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1974-12-07,,,1974-12-30,1975-02-01,,,,17.74,17.74,50,2.36,341706.0
BILIBINO-3,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1975-12-06,,,1975-12-22,1976-02-01,,,,17.74,17.74,49,2.4,337984.0
BILIBINO-4,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1976-12-12,,,1976-12-27,1977-01-01,,,,17.74,17.74,48,2.28,322314.0
BREST-OD-300,Under Construction,Russia,FBR,BREST-OD-300,,,300,300,320,700,2021-06-08,N/A,,,N/A,N/A,,,,42.86,42.86,0,0.0,0.0
KALININ-1,Operational,Russia,PWR,VVER V-338,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1977-02-01,1984-04-10,,,1984-05-09,1985-06-12,,,,31.67,31.67,40,252.48,269173.0
KALININ-2,Operational,Russia,PWR,VVER V-338,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1982-02-01,1986-11-25,,,1986-12-03,1987-03-03,,,,31.67,31.67,38,249.98,270256.0
KALININ-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1985-10-01,2004-11-25,,,2004-12-16,2005-11-08,,,,29.69,29.69,20,134.51,140475.0
KALININ-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1986-08-01,2011-11-08,1991-06-01,2007-11-12,2011-11-24,2012-12-25,,,,29.69,29.69,13,89.85,93622.0
KOLA-1,Operational,Russia,PWR,VVER V-230,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1970-05-01,1973-06-26,,,1973-06-29,1973-12-28,,,,29.89,29.89,51,115.48,351033.0
KOLA-2,Operational,Russia,PWR,VVER V-230,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1970-05-01,1974-11-30,,,1974-12-09,1975-02-21,,,,29.89,29.89,50,112.88,330930.0
KOLA-3,Operational,Russia,PWR,VVER V-213,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1977-04-01,1981-02-07,,,1981-03-24,1982-12-03,,,,29.89,29.89,43,106.56,307405.0
KOLA-4,Operational,Russia,PWR,VVER V-213,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',411,411,440,1375,1976-08-01,1984-10-07,,,1984-10-11,1984-12-06,,,,29.89,29.89,40,102.18,283154.0
KURSK 2-1,Under Construction,Russia,PWR,VVER V-510,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1200,1200,1255,3300,2018-04-28,N/A,,,N/A,N/A,,,,36.36,36.36,0,0.0,0.0
KURSK 2-2,Under Construction,Russia,PWR,VVER V-510,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1200,1200,1255,3300,2019-04-15,N/A,,,N/A,N/A,,,,36.36,36.36,0,0.0,0.0
KURSK-1,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1972-06-01,1976-10-25,,,1976-12-19,1977-10-12,,,2021-12-19,28.91,28.91,46,232.13,285453.0
KURSK-2,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1973-01-01,1978-12-16,,,1979-01-28,1979-08-17,,,2024-01-31,28.91,28.91,45,236.52,294495.0
KURSK-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1978-04-01,1983-08-09,,,1983-10-17,1984-03-30,,,,28.91,28.91,41,241.16,274490.0
KURSK-4,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1981-05-01,1985-10-31,,,1985-12-02,1986-02-05,,,,28.91,28.91,39,241.34,268690.0
LENINGRAD 2-1,Operational,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1066,1188,3200,2008-10-25,2018-02-06,,,2018-03-09,2018-10-29,,,,34.41,33.31,6,38.02,36743.0
LENINGRAD 2-2,Operational,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1066,1188,3200,2010-04-15,2020-08-29,,,2020-10-22,2021-03-18,,,,34.41,33.31,4,25.09,24001.0
LENINGRAD 2-3,Under Construction,Russia,PWR,VVER V-491,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1150,1150,1199,3200,2024-03-14,N/A,,,N/A,N/A,,,,35.94,35.94,0,0.0,0.0
LENINGRAD-1,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1970-03-01,1973-09-12,,,1973-12-21,1974-11-01,,,2018-12-22,28.91,28.91,46,244.52,288341.0
LENINGRAD-2,Permanent Shutdown,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1970-06-01,1975-05-06,,,1975-07-11,1976-02-11,,,2020-11-10,28.91,28.91,46,256.31,300447.0
LENINGRAD-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1973-12-01,1979-09-17,,,1979-12-07,1980-06-29,,,,28.91,28.91,45,259.46,295512.0
LENINGRAD-4,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1975-02-01,1980-12-29,,,1981-02-09,1981-08-29,,,,28.91,28.91,43,257.23,291711.0
NOVOVORONEZH 2-1,Operational,Russia,PWR,VVER V-392M,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1100,1114,1180,3200,2008-06-24,2016-05-20,,,2016-08-05,2017-02-27,,,,34.38,34.81,8,51.06,50391.0
NOVOVORONEZH 2-2,Operational,Russia,PWR,VVER V-392M,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',1101,1114,1181,3200,2009-07-12,2019-03-22,,,2019-05-01,2019-10-31,,,,34.41,34.81,5,34.76,33677.0
NOVOVORONEZH-1,Permanent Shutdown,Russia,PWR,VVER V-210,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',197,197,210,760,1957-07-01,1963-12-17,,,1964-09-30,1964-12-31,,,1988-02-16,25.92,25.92,25,0.0,0.0
NOVOVORONEZH-2,Permanent Shutdown,Russia,PWR,VVER V-365,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',336,336,365,1320,1964-06-01,1969-12-23,,,1969-12-27,1970-04-14,,,1990-08-29,25.45,25.45,22,6.75,22771.0
NOVOVORONEZH-3,Permanent Shutdown,Russia,PWR,VVER V-179,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',385,385,417,1375,1967-07-01,1971-12-22,,,1971-12-27,1972-06-29,,,2016-12-25,28.0,28.0,46,108.98,316247.0
NOVOVORONEZH-4,Operational,Russia,PWR,VVER V-179,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',385,385,417,1375,1967-07-01,1972-12-25,,,1972-12-28,1973-03-24,,,,28.0,28.0,52,134.33,369894.0
NOVOVORONEZH-5,Operational,Russia,PWR,VVER V-187,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1974-03-01,1980-04-30,,,1980-05-31,1981-02-20,,,,31.67,31.67,44,243.07,283970.0
ROSTOV-1,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',989,950,1041,3200,1981-09-01,2001-02-23,,,2001-03-30,2001-12-25,,,,30.91,29.69,23,167.69,171072.0
ROSTOV-2,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1983-05-01,2010-01-22,,,2010-03-18,2010-12-10,,,,29.69,29.69,14,105.28,109120.0
ROSTOV-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,2009-09-15,2014-12-07,,,2014-12-27,2015-09-17,,,,31.67,31.67,10,63.79,68424.0
ROSTOV-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',979,950,1030,3000,2010-06-16,2017-12-29,,,2018-02-02,2018-09-28,,,,32.63,31.67,6,44.69,47263.0
SMOLENSK-1,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1975-10-01,1982-09-10,,,1982-12-09,1983-09-30,,,,28.91,28.91,42,247.75,278332.0
SMOLENSK-2,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1976-06-01,1985-04-09,,,1985-05-31,1985-07-02,,,,28.91,28.91,39,241.03,270802.0
SMOLENSK-3,Operational,Russia,LWGR,RBMK-1000,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',925,925,1000,3200,1984-05-01,1989-12-29,,,1990-01-17,1990-10-12,,,,28.91,28.91,34,219.65,242272.0
BOHUNICE A1,Permanent Shutdown,Slovakia,HWGCR,KS 150,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",93,110,143,560,1958-08-01,1972-10-24,,,1972-12-25,1972-12-25,,,1977-02-22,16.61,19.64,6,0.92,19109.0
BOHUNICE-1,Permanent Shutdown,Slovakia,PWR,VVER V-230,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",408,408,440,1375,1972-04-24,1978-11-27,,,1978-12-17,1980-04-01,,,2006-12-31,29.67,29.67,29,71.58,195060.0
BOHUNICE-2,Permanent Shutdown,Slovakia,PWR,VVER V-230,"JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./","JADROVA A VYRADOVACIA SPOLOCNOST
/NUCLEAR AND DECOMMISSIONING COMPANY, plc./",408,408,440,1375,1972-04-24,1980-03-15,,,1980-03-26,1981-01-01,,,2008-12-31,29.67,29.67,29,76.96,204085.0
BOHUNICE-3,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",466,466,500,1471,1976-12-01,1984-08-07,,,1984-08-20,1985-02-14,,,,31.68,31.68,40,119.97,296979.0
BOHUNICE-4,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",466,466,500,1471,1976-12-01,1985-08-02,,,1985-08-09,1985-12-18,,,,31.68,31.68,39,119.1,292902.0
MOCHOVCE-1,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",467,408,500,1471,1983-10-13,1998-06-09,,,1998-07-04,1998-10-29,,,,31.75,27.74,26,81.97,200224.0
MOCHOVCE-2,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",469,408,500,1471,1983-10-13,1999-12-01,,,1999-12-20,2000-04-11,,,,31.88,27.74,25,77.36,188699.0
MOCHOVCE-3,Operational,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",434,440,471,1375,1987-01-27,2022-10-22,1990-01-27,2015-01-27,2023-01-31,N/A,,,,31.56,32.0,1,1.95,7416.0
MOCHOVCE-4,Under Construction,Slovakia,PWR,VVER V-213,"SLOVENSKÉ ELEKTRÁRNE, A.S.","SLOVENSKÉ ELEKTRÁRNE, A.S.",440,440,471,1375,1987-01-27,N/A,,,N/A,N/A,,,,32.0,32.0,0,0.0,0.0
KRSKO,Operational,Slovenia,PWR,WH 2LP,"GEN Energija, d.o.o",Nuklearna elektrarna Krško,696,632,736,1994,1975-03-30,1981-09-11,,,1981-10-02,1983-01-01,,,,34.9,31.7,43,205.32,322168.0
KOEBERG-1,Operational,South Africa,PWR,CP1,ESKOM,ESKOM,924,921,964,2775,1976-07-01,1984-03-14,,,1984-04-04,1984-07-21,,,,33.3,33.19,40,224.81,265461.0
KOEBERG-2,Operational,South Africa,PWR,CP1,ESKOM,ESKOM,930,921,970,2775,1976-07-01,1985-07-07,,,1985-07-25,1985-11-09,,,,33.51,33.19,39,223.96,266081.0
ALMARAZ-1,Operational,Spain,PWR,WH 3LP,"Iberdrola, Endesa, Gas Natural",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1011,900,1049,2947,1973-07-03,1981-04-05,,,1981-05-01,1983-09-01,,,,34.31,30.54,43,295.37,326307.0
ALMARAZ-2,Operational,Spain,PWR,WH 3LP,"Iberdrola, Endesa, Gas Natural",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1006,900,1044,2947,1973-07-03,1983-09-19,,,1983-10-08,1984-07-01,,,,34.14,30.54,41,292.68,317954.0
ASCO-1,Operational,Spain,PWR,WH 3LP,"ENDESA, S.A.",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),995,888,1033,2941,1974-05-16,1983-06-16,,,1983-08-13,1984-12-10,,,,33.83,30.19,41,285.27,307908.0
ASCO-2,Operational,Spain,PWR,WH 3LP,"ENDESA, IBERDROLA",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),997,888,1027,2941,1975-03-07,1985-09-11,,,1985-10-23,1986-03-31,,,,33.9,30.19,39,279.63,299511.0
COFRENTES,Operational,Spain,BWR,BWR-6 (Mark 3),"IBERDROLA, S.A.","IBERDROLA, S.A.",1064,939,1102,3237,1975-09-09,1984-08-23,,,1984-10-14,1985-03-11,,,,32.87,29.01,40,302.93,309141.0
JOSE CABRERA-1,Permanent Shutdown,Spain,PWR,WH 1LP,"UNION FENOSA GENERATION, S.A.","UNION FENOSA GENERATION, S.A.",141,153,150,510,1964-06-24,1968-06-30,,,1968-07-14,1969-08-13,,,2006-04-30,27.65,30.0,39,33.92,251332.0
SANTA MARIA DE GARONA,Permanent Shutdown,Spain,BWR,BWR-3,"NUCLENOR, S.A.","NUCLENOR, S.A.",446,440,466,1381,1966-09-01,1970-11-05,,,1971-03-02,1971-05-11,2013-07-06,2017-08-02,2017-08-02,32.3,31.86,44,126.99,302032.0
TRILLO-1,Operational,Spain,PWR,PWR 3 loops,"Iberdrola, Gas Natural, Hidroeléctrica del Cantábrico, Nuclenor",CENTRALES NUCLEARES  ALMARAZ-TRILLO (ID/UFG/ENDESA/HC/NUCLENOR),1003,990,1066,3010,1979-08-17,1988-05-14,,,1988-05-23,1988-08-06,,,,33.32,32.89,36,269.99,276453.0
VANDELLOS-1,Permanent Shutdown,Spain,GCR,,"HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.","HISPANO-FRANCESA DE ENERGIA NUCLEAR, S.A.",480,480,500,1670,1968-06-21,1972-02-11,,,1972-05-06,1972-08-02,,,1990-07-31,28.74,28.74,19,53.63,137662.0
VANDELLOS-2,Operational,Spain,PWR,WH 3LP,"ENDESA, IBERDROLA",ASOCIACIÓN NUCLEAR ASCÓ-VANDELLÓS  A.I.E. (ENDESA/ID),1047,930,1087,2941,1980-12-29,1987-11-14,,,1987-12-12,1988-03-08,,,,35.6,31.62,37,264.93,268751.0
AGESTA,Permanent Shutdown,Sweden,PHWR,Prototype,Vattenfall AB,AB SVAFO,10,9,12,80,1957-12-01,1963-07-17,,,1964-05-01,1964-05-02,,,1974-06-02,12.5,11.25,11,0.14,12980.0
BARSEBACK-1,Permanent Shutdown,Sweden,BWR,AA-II,Sydkraft Nuclear Power AB,Barsebäck Kraft AB,600,570,615,1800,1971-02-01,1975-01-18,,,1975-05-15,1975-07-01,,,1999-11-30,33.33,31.67,25,93.82,174551.0
BARSEBACK-2,Permanent Shutdown,Sweden,BWR,AA-II,Sydkraft Nuclear Power AB,Barsebäck Kraft AB,600,570,615,1800,1973-01-01,1977-02-20,,,1977-03-21,1977-07-01,,,2005-05-31,33.33,31.67,29,108.44,201147.0
FORSMARK-1,Operational,Sweden,BWR,"AA-III, BWR-2500",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1104,900,1143,3234,1973-06-01,1980-04-23,,,1980-06-06,1980-12-10,,,,34.14,27.83,44,304.99,343912.0
FORSMARK-2,Operational,Sweden,BWR,"AA-III, BWR-2500",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1121,900,1160,3253,1975-01-01,1980-11-16,,,1981-01-26,1981-07-07,,,,34.46,27.67,43,301.83,332421.0
FORSMARK-3,Operational,Sweden,BWR,"AA-IV, BWR-3000",FORSMARK KRAFTGRUPP AB,FORSMARK KRAFTGRUPP AB,1172,1050,1208,3300,1979-01-01,1984-10-28,,,1985-03-05,1985-08-18,,,,35.52,31.82,39,329.94,302777.0
OSKARSHAMN-1,Permanent Shutdown,Sweden,BWR,AA-I,OKG AKTIEBOLAG,OKG AKTIEBOLAG,473,440,492,1375,1966-08-01,1970-12-12,,,1971-08-19,1972-02-06,,,2017-06-19,34.4,32.0,47,110.02,259438.0
OSKARSHAMN-2,Permanent Shutdown,Sweden,BWR,AA-II,OKG AKTIEBOLAG,OKG AKTIEBOLAG,638,580,661,1800,1969-09-01,1974-03-06,,,1974-10-02,1975-01-01,,,2016-12-22,35.44,32.22,43,154.05,280173.0
OSKARSHAMN-3,Operational,Sweden,BWR,"AA-IV, BWR-3000",OKG AKTIEBOLAG,OKG AKTIEBOLAG,1400,1050,1450,3900,1980-05-01,1984-12-29,,,1985-03-03,1985-08-15,,,,35.9,26.92,39,325.62,287663.0
RINGHALS-1,Permanent Shutdown,Sweden,BWR,AA-I,Ringhals AB,Ringhals AB,881,881,910,2540,1969-02-01,1973-08-20,,,1974-10-14,1976-01-01,,,2020-12-31,34.69,34.69,47,221.15,304462.0
RINGHALS-2,Permanent Shutdown,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,852,820,963,2652,1970-10-01,1974-06-19,,,1974-08-17,1975-05-01,,,2019-12-31,32.13,30.92,46,216.31,290902.0
RINGHALS-3,Operational,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,1081,915,1128,3135,1972-09-01,1980-07-29,,,1980-09-07,1981-09-09,,,,34.48,29.19,44,280.45,318341.0
RINGHALS-4,Operational,Sweden,PWR,WH 3LP,Ringhals AB,Ringhals AB,1130,915,1178,3300,1973-11-01,1982-05-19,,,1982-06-23,1983-11-21,,,,34.24,27.73,42,269.61,306581.0
BEZNAU-1,Operational,Switzerland,PWR,WH 2LP,"Kernkraftwerk Beznau
CH-5312 Döttingen","Kernkraftwerk Beznau
CH-5312 Döttingen",365,350,380,1130,1965-09-01,1969-06-30,,,1969-07-17,1969-12-09,,,,32.3,30.97,55,135.85,389987.0
